eic,name,tso,substation_from,substation_to,u,imax_fixed,imax_seasonal,dlr_min,dlr_max,r,x,b,length_km,is_tieline
15T-M0000000692B,Kisvarda - Sajoszoged,MAVIR,Kisvarda,Sajoszoged,220.0,566.0377358490566,600.0,,,7.16,40.57,258.55307539044,96.41,False
15T-M0000000780E,Liter - Martonvasar,MAVIR,Liter,Martonvasar,380.0,1886.7924528301885,2000.0,,,2.03,24.3,236.24776754995247,71.1,False
15T-M0000000781C,Liter - Paks,MAVIR,Liter,Paks,380.0,1886.7924528301885,2000.0,,,4.72,32.89,318.557495074005,96.57,False
15T-M0000003193E,Martonvasar - Perkata,MAVIR,Martonvasar,Perkata,380.0,1886.7924528301885,2000.0,,,0.6944,11.0587,133.64335148370978,36.42,False
15T-M0000003336I,Martonvasar - Szigetcsep,MAVIR,Martonvasar,Szigetcsep,380.0,1886.7924528301885,2000.0,,,0.452,5.767,73.82742735936014,19.5,False
15T-M0000004163I,Mezocsat - Szolnok,MAVIR,Mezocsat,Szolnok,220.0,566.0377358490566,600.0,,,7.292,43.04,225.9,95.7,False
15T-M0000002266I,Paks - Pecs 1,MAVIR,Paks,Pecs 1,380.0,1886.7924528301885,2000.0,,,2.384,25.607,233.10617489636263,81.63,False
15T-M0000002267G,Paks - Pecs 2,MAVIR,Paks,Pecs 2,380.0,1886.7924528301885,2000.0,,,2.384,25.607,233.10617489636263,81.63,False
15T-M0000003194C,Paks - Perkata,MAVIR,Paks,Perkata,380.0,1886.7924528301885,2000.0,,,1.13,17.9973,217.49245940802138,59.27,False
15T-M00000010193,Paks - Sandorfalva,MAVIR,Paks,Sandorfalva,380.0,1509.433962264151,1600.0,,,3.21,37.99,372.90704798110846,112.32,False
15T-M0000001020I,Paks - Toponar,MAVIR,Paks,Toponar,380.0,1509.433962264151,1600.0,,,2.63,30.79,308.1902393171587,91.9,False
15T-M0000001128Z,Sajoszoged - Tiszalok,MAVIR,Sajoszoged,Tiszalok,220.0,566.0377358490566,600.0,,,2.37,12.57,79.79645340118074,29.9,False
15T-M00000002433,Sajoszoged - Detk I.,MAVIR,Sajoszoged,Detk,220.0,566.0377358490566,600.0,,,6.04,26.86,254.4690049407732,78.0,False
15T-M00000002441,Sajoszoged - Detk II.,MAVIR,Sajoszoged,Detk,220.0,566.0377358490566,600.0,,,5.65,29.44,190.69467407290043,70.7,False
15T-M0000000370X,Sajoszoged - Felsozsolca I.,MAVIR,Sajoszoged,Felsozsolca,380.0,1509.433962264151,1600.0,,,0.72,8.45,84.19,25.17,False
15T-M0000000371V,Sajoszoged - Felsozsolca II.,MAVIR,Sajoszoged,Felsozsolca,380.0,1509.433962264151,1600.0,,,0.72,8.44,84.19,25.12,False
15T-M0000004164G,Sajoszoged - Mezocsat,MAVIR,Sajoszoged,Mezocsat,220.0,566.0377358490566,600.0,,,1.484,8.76,49.64,19.48,False
15T-M0000003424L,Szabolcsbaka - Jozsa,MAVIR,Szabolcsbaka,Jozsa,380.0,1886.7924528301885,2000.0,,,1.2002,22.9991,318.96590211897177,81.32,False
15T-M0000003787M,Szabolcsbaka - Buj,MAVIR,Szabolcsbaka,Buj,380.0,1886.7924528301885,2000.0,,,1.102,13.1612,163.2685702,43.89,False
15T-M0000001254U,Szolnok - Szeged,MAVIR,Szolnok,Szeged,220.0,566.0377358490566,600.0,,,6.52,47.92,195.7,113.85,False
15T-M0000004360G,Ocsa - Kerepes,MAVIR,Ocsa,Kerepes,220.0,1226.4150943396226,1460.0,,,2.02,10.96,119.7,34.22,False
15T-M00000043583,Kerepes - Zuglo I.,MAVIR,Kerepes,Zuglo,220.0,1226.4150943396226,1460.0,,,1.09,5.52,69.12,18.45,False
15T-M00000043591,Kerepes - Zuglo II.,MAVIR,Kerepes,Zuglo,220.0,1226.4150943396226,1460.0,,,1.09,5.52,69.12,18.45,False
19T110000006711L,ABRAMOWICE-STALOWA WOLA,PSE,ABRAMOWICE,STALOWA WOLA,220.0,799.5283018867924,895.0,675.0,990.0,5.9919,36.61,226.9835,85.7,False
19T110000006712J,ABRAMOWICE-MOKRE,PSE,ABRAMOWICE,MOKRE,220.0,799.5283018867924,895.0,675.0,990.0,5.1788,32.08,223.657,78.5,False
19T1100000067179,ABRAMOWICE-PULAWY,PSE,ABRAMOWICE,PULAWY,220.0,889.1509433962264,995.0,750.0,1100.0,3.1799,23.28,150.2066,55.3,False
19T110000006768T,ADAMOW-KONIN,PSE,ADAMOW,KONIN,220.0,846.6981132075472,935.0,760.0,1010.0,3.3783,18.102,112.8719,42.0,False
19T110000006769R,ADAMOW-KONIN,PSE,ADAMOW,KONIN,220.0,1084.9056603773583,1200.0,970.0,1250.0,2.1102,15.498,103.9256,37.5,False
19T1100000067535,ANIOLOW-JOACHIMOW,PSE,ANIOLOW,JOACHIMOW,220.0,606.132075471698,705.0,405.0,830.0,1.0116,6.292,41.3636,15.1,False
19T1100000064595,BIERUN-BYCZYNA,PSE,BIERUN,BYCZYNA,220.0,738.2075471698113,825.0,625.0,910.0,1.089,6.8922,54.2562,16.6,False
19T110000006749X,BIERUN-KOMOROWICE,PSE,BIERUN,KOMOROWICE,220.0,554.2452830188679,645.0,370.0,760.0,5.4305,34.238,239.0702,84.5,False
19T000000000482S,BLACHOWNIA-WIELOPOLE,PSE,BLACHOWNIA,WIELOPOLE,220.0,948.1132075471697,1060.0,805.0,1170.0,2.8701,19.81,149.0702,50.8,False
19T110000006723E,BOGUCHWALA-CHMIELOW,PSE,BOGUCHWALA,CHMIELOW,220.0,849.0566037735848,900.0,805.0,1170.0,3.8188,28.401,185.6405,67.9,False
19T1100000064498,BOGUSZOW-SWIEBODZICE,PSE,BOGUSZOW,SWIEBODZICE,220.0,712.2641509433962,830.0,475.0,980.0,1.0696,7.8311,52.5,19.0,False
19T000000000338Z,BUJAKOW-BYCZYNA,PSE,BUJAKOW,BYCZYNA,220.0,948.1132075471697,1060.0,805.0,1170.0,2.5023,18.808,123.2851,44.4,False
19T110000006757Y,BUJAKOW-PORABKA-ZAR,PSE,BUJAKOW,PORABKA-ZAR,220.0,712.2641509433962,830.0,475.0,980.0,0.4114,3.0589,19.2355,7.2,False
19T110000006758W,BUJAKOW-PORABKA-ZAR,PSE,BUJAKOW,PORABKA-ZAR,220.0,712.2641509433962,830.0,475.0,980.0,0.4114,2.9621,19.9174,7.2,False
19T1100000064692,BUJAKOW-KOMOROWICE,PSE,BUJAKOW,KOMOROWICE,220.0,1075.4716981132076,1190.0,960.0,1200.0,0.7599,5.4305,38.3058,13.5,False
19T110000006440Q,BYCZYNA-SKAWINA,PSE,BYCZYNA,SKAWINA,220.0,738.2075471698113,825.0,625.0,910.0,3.9688,20.822,131.5702,47.7,False
19T110000006441O,BYCZYNA-SKAWINA,PSE,BYCZYNA,SKAWINA,220.0,738.2075471698113,825.0,625.0,910.0,3.9688,20.822,131.5702,47.7,False
19T110000006460K,BYCZYNA-POREBA,PSE,BYCZYNA,POREBA,220.0,799.5283018867924,895.0,675.0,990.0,2.0909,13.6,101.0537,33.4,False
19T110000006461I,BYCZYNA-JAMKI,PSE,BYCZYNA,JAMKI,220.0,676.8867924528302,785.0,460.0,920.0,1.602,11.601,90.3512,28.3,False
19T110000006463E,BYCZYNA-SIERSZA,PSE,BYCZYNA,SIERSZA,220.0,1075.4716981132076,1190.0,960.0,1200.0,0.8809,6.1904,51.1983,15.7,False
19T110000006462G,BYCZYNA-KOKSOCHEMIA,PSE,BYCZYNA,KOKSOCHEMIA,220.0,712.2641509433962,830.0,475.0,980.0,1.6698,12.129,94.8554,29.8,False
19T110000006464C,BYCZYNA-SIERSZA,PSE,BYCZYNA,SIERSZA,220.0,1075.4716981132076,1190.0,960.0,1200.0,0.8809,6.2,52.7273,15.8,False
19T000000006389P,BYCZYNA-TUCZNAWA,PSE,BYCZYNA,TUCZNAWA,380.0,1132.0754716981132,1200.0,950.0,1200.0,0.816,9.584,102.2,29.3,False
19T110000006455D,BYDGOSZCZ ZACHOD-PILA KRZEWINA,PSE,BYDGOSZCZ ZACHOD,PILA KRZEWINA,220.0,1415.0943396226414,1500.0,1500.0,1500.0,2.3184,24.21,325.0207,82.8,False
19T110000006456B,BYDGOSZCZ ZACHOD-PILA KRZEWINA,PSE,BYDGOSZCZ ZACHOD,PILA KRZEWINA,220.0,1415.0943396226414,1500.0,1500.0,1500.0,2.3184,24.219,325.2066,82.8,False
19T110000006778Q,BYDGOSZCZ ZACHOD-JASINIEC,PSE,BYDGOSZCZ ZACHOD,JASINIEC,220.0,712.2641509433962,830.0,475.0,720.0,0.8809,10.072,109.8554,31.725,False
19T1100000067195,CHELM-MOKRE,PSE,CHELM,MOKRE,220.0,566.0377358490566,600.0,475.0,600.0,3.388,24.868,167.0248,60.3,False
19T110000006725A,CHMIELOW-POLANIEC,PSE,CHMIELOW,POLANIEC,220.0,948.1132075471697,1060.0,805.0,1170.0,2.7007,19.66,134.1116,49.4,False
19T1100000067276,CHMIELOW-STALOWA WOLA,PSE,CHMIELOW,STALOWA WOLA,220.0,948.1132075471697,1060.0,805.0,1170.0,2.7394,20.551,130.7025,48.7,False
19T110000006448A,CIEPLICE-BOGUSZOW,PSE,CIEPLICE,BOGUSZOW,220.0,712.2641509433962,830.0,475.0,980.0,2.4878,18.518,122.5826,44.3,False
19T0000000013147,CZARNA-MIKULOWA,PSE,CZARNA,MIKULOWA,380.0,2150.943396226415,2380.0,1920.0,2580.0,3.264,39.552,507.7375,132.1,False
19T0000000013155,CZARNA-PASIKUROWICE,PSE,CZARNA,PASIKUROWICE,380.0,2150.943396226415,2380.0,1920.0,2400.0,2.736,28.14,284.1,83.4,False
19T000000006416B,CZARNA-POLKOWICE,PSE,CZARNA,POLKOWICE,380.0,2264.1509433962265,2400.0,2280.0,2400.0,0.656,6.928,90.7625,23.4,False
19T0000000064179,CZARNA-POLKOWICE,PSE,CZARNA,POLKOWICE,380.0,2264.1509433962265,2400.0,2280.0,2400.0,0.656,6.928,90.7188,23.4,False
19T110000006759U,CZECZOT-MOSZCZENICA,PSE,CZECZOT,MOSZCZENICA,220.0,606.132075471698,705.0,405.0,830.0,3.7607,19.98,132.0455,48.0,False
19T110000006766X,CZERWONAK-PATNOW,PSE,CZERWONAK,PATNOW,220.0,948.1132075471697,1060.0,805.0,1170.0,5.3482,39.238,264.9587,95.0,False
19T110000006447C,CZERWONAK-PLEWISKA,PSE,CZERWONAK,PLEWISKA,220.0,948.1132075471697,1060.0,805.0,1170.0,1.7182,12.618,84.6281,30.56,False
19T000000000377P,DOBRZEN-PASIKUROWICE,PSE,DOBRZEN,PASIKUROWICE,380.0,1509.433962264151,1700.0,1230.0,1900.0,3.056,32.4,339.8813,98.2,False
19T0000000063911,DOBRZEN-PASIKUROWICE,PSE,DOBRZEN,PASIKUROWICE,380.0,1886.7924528301885,2000.0,1845.0,2000.0,3.104,32.976,431.5188,111.3,False
19T000000006412J,DOBRZEN-WROCLAW,PSE,DOBRZEN,WROCLAW,380.0,1886.7924528301885,2000.0,1200.0,1200.0,2.544,27.024,353.5187,91.3,False
19T0000000013252,DUNOWO-SLUPSK,PSE,DUNOWO,SLUPSK,380.0,1415.0943396226414,1500.0,950.0,1500.0,2.096,24.768,257.2,73.1,False
19T000000000489E,ELK-OSTROLEKA,PSE,ELK,OSTROLEKA,220.0,679.2452830188679,720.0,475.0,720.0,5.1691,38.41,251.1364,91.9,False
19T0000000013325,GDANSK-GDANSK-BLONIA,PSE,GDANSK,GDANSK-BLONIA,380.0,1132.0754716981132,1200.0,950.0,1200.0,0.688,7.872,85.3813,24.3,False
19T110000006432P,GDANSK PRZYJAZN-ZYDOWO KIERZKOWO,PSE,GDANSK PRZYJAZN,ZYDOWO KIERZKOWO,380.0,2504.7169811320755,2760.0,2280.0,2970.0,3.264,33.424,456.6375,120.2,False
19T110000006430T,GDANSK PRZYJAZN-GDANSK-BLONIA,PSE,GDANSK PRZYJAZN,GDANSK-BLONIA,380.0,1424.5283018867924,1660.0,950.0,1200.0,0.688,8.528,112.0,28.9,False
19T1100000064676,GDANSK PRZYJAZN-PELPLIN,PSE,GDANSK PRZYJAZN,PELPLIN,380.0,2801.9811320754716,3000.0,2560.0,3000.0,1.024,12.928,192.0625,44.0,False
19T1100000064684,GDANSK PRZYJAZN-PELPLIN,PSE,GDANSK PRZYJAZN,PELPLIN,380.0,2801.9811320754716,3000.0,2560.0,3000.0,1.008,12.88,192.0188,44.0,False
19T000000006395U,GDANSK-BLONIA-OLSZTYN-MATKI,PSE,GDANSK-BLONIA,OLSZTYN-MATKI,380.0,1132.0754716981132,1200.0,950.0,1200.0,3.84,44.72,471.3,136.4,False
19T000000006406E,GLINKI-KRAJNIK,PSE,GLINKI,KRAJNIK,220.0,712.2641509433962,830.0,475.0,980.0,2.7491,19.418,145.3099,48.8,False
19T1100000067721,GLINKI-POLICE,PSE,GLINKI,POLICE,220.0,712.2641509433962,830.0,475.0,980.0,0.5082,3.5477,25.9917,9.0,False
19T000000006405G,GORZOW-KRAJNIK,PSE,GORZOW,KRAJNIK,220.0,712.2641509433962,830.0,475.0,980.0,5.1401,38.188,249.6901,91.3,False
19T000000006413H,GORZOW-LESNIOW,PSE,GORZOW,LESNIOW,220.0,948.1132075471697,1060.0,805.0,1170.0,5.1207,37.568,252.1281,91.0,False
19T000000000448S,GROSZOWICE-ZABKOWICE,PSE,GROSZOWICE,ZABKOWICE,220.0,893.8679245283018,1005.0,735.0,1120.0,5.2901,39.528,258.0579,94.8,False
19T000000000291Z,GRUDZIADZ-PLOCK,PSE,GRUDZIADZ,PLOCK,380.0,1787.1698113207547,2000.0,1470.0,2000.0,3.472,40.208,419.3625,121.5,False
19T0000000013260,GRUDZIADZ-GDANSK-BLONIA,PSE,GRUDZIADZ,GDANSK-BLONIA,380.0,1665.0943396226414,1890.0,1640.0,1890.0,3.584,41.696,439.4,127.2,False
19T110000006439B,HALEMBA-KOPANINA,PSE,HALEMBA,KOPANINA,220.0,948.1132075471697,1060.0,805.0,1170.0,0.7018,4.8787,35.5165,12.4,False
19T110000006783X,HALEMBA-T HAL-BYC,PSE,HALEMBA,T HAL-BYC,220.0,948.1132075471697,1060.0,805.0,1170.0,1.1519,8.0683,58.8017,20.4,False
19T1100000067551,HUTA CZESTOCHOWA-WRZOSOWA,PSE,HUTA CZESTOCHOWA,WRZOSOWA,220.0,889.1509433962264,995.0,750.0,1100.0,0.2807,2.0183,14.1322,5.0,False
19T1100000067624,JAMKI-LAGISZA,PSE,JAMKI,LAGISZA,220.0,554.2452830188679,645.0,370.0,760.0,0.8276,4.719,28.7397,10.9,False
19T110000006693Y,JANOW-PIOTRKOW,PSE,JANOW,PIOTRKOW,220.0,893.8679245283018,1005.0,735.0,1120.0,2.2119,16.219,108.3678,39.2,False
19T110000006695U,JANOW-ROGOWIEC,PSE,JANOW,ROGOWIEC,220.0,799.5283018867924,885.0,910.0,1110.0,4.4722,24.452,159.0702,58.7,False
19T110000006705G,JANOW-ZGIERZ,PSE,JANOW,ZGIERZ,220.0,853.3018867924528,943.0,768.0,1020.0,2.3184,12.928,82.314,30.6,False
19T110000006706E,JANOW-PABIANICE,PSE,JANOW,PABIANICE,220.0,799.5283018867924,885.0,710.0,960.0,1.3891,8.0876,50.9711,19.0,False
19T0000000004504,JASINIEC-PATNOW,PSE,JASINIEC,PATNOW,220.0,834.9056603773585,940.0,680.0,1050.0,8.14,43.12,268.46,100.6,False
19T110000006777S,JASINIEC-GRUDZIADZ,PSE,JASINIEC,GRUDZIADZ,220.0,679.2452830188679,720.0,475.0,720.0,2.2796,21.93,270.2479,73.7,False
19T110000006799I,JASINIEC-GRUDZIADZ,PSE,JASINIEC,GRUDZIADZ,380.0,2122.6415094339623,2250.0,2250.0,2250.0,2.112,21.344,303.6375,73.7,False
14T-220-0-002027,JOACHIMOW-ROGOWIEC,PSE,JOACHIMOW,ROGOWIEC,220.0,889.1509433962264,995.0,750.0,1100.0,4.448,32.021,215.9504,78.1,False
19T110000006684Z,JOACHIMOW-ROGOWIEC,PSE,JOACHIMOW,ROGOWIEC,220.0,712.2641509433962,830.0,475.0,980.0,3.9785,28.111,201.5289,70.6,False
19T110000006687T,JOACHIMOW-KIELCE,PSE,JOACHIMOW,KIELCE,220.0,799.5283018867924,895.0,675.0,990.0,5.8903,35.511,218.0372,82.7,False
19T110000006689P,JOACHIMOW-ROGOWIEC,PSE,JOACHIMOW,ROGOWIEC,380.0,1886.7924528301885,2000.0,1610.0,2000.0,2.192,25.104,273.4,78.0,False
19T110000006748Z,JOACHIMOW-LOSNICE,PSE,JOACHIMOW,LOSNICE,220.0,712.2641509433962,830.0,530.0,980.0,1.8876,13.779,92.9339,33.5,False
19T1100000067543,JOACHIMOW-HUTA CZESTOCHOWA,PSE,JOACHIMOW,HUTA CZESTOCHOWA,220.0,1014.1509433962264,1120.0,910.0,1210.0,0.6679,4.7916,32.7273,11.8,False
19T1100000067446,KATOWICE-LAGISZA,PSE,KATOWICE,LAGISZA,220.0,948.1132075471697,1060.0,805.0,1170.0,0.939,6.8486,46.0744,16.7,False
19T000000006408A,KATOWICE-KOPANINA,PSE,KATOWICE,KOPANINA,220.0,948.1132075471697,1060.0,805.0,1170.0,1.8586,13.17,93.3264,32.9,False
19T1100000067632,KEDZIERZYN-GROSZOWICE,PSE,KEDZIERZYN,GROSZOWICE,220.0,948.1132075471697,1060.0,805.0,1170.0,2.7588,20.338,133.6983,49.0,False
19T110000006733B,KIELCE-ROZKI,PSE,KIELCE,ROZKI,220.0,740.0943396226414,828.0,626.0,915.0,6.021,31.499,186.9421,72.2,False
19T1100000067357,KIELCE-RADKOWICE,PSE,KIELCE,RADKOWICE,220.0,712.2641509433962,830.0,475.0,980.0,1.1906,8.8378,57.8099,21.1,False
19T1100000067373,KIELCE-KIELCE PIASKI,PSE,KIELCE,KIELCE PIASKI,220.0,679.2452830188679,720.0,675.0,720.0,1.1713,7.41,46.4669,17.2,False
19T110000006740E,KIELCE PIASKI-RADKOWICE,PSE,KIELCE PIASKI,RADKOWICE,220.0,948.1132075471697,1060.0,730.0,1170.0,1.1858,8.8185,61.7355,21.0,False
19T1100000067527,KLIKOWA-LUBOCZA,PSE,KLIKOWA,LUBOCZA,220.0,702.8301886792452,790.0,580.0,880.0,5.6676,30.4,182.0248,69.9,False
19T1100000067616,KOKSOCHEMIA-LOSNICE,PSE,KOKSOCHEMIA,LOSNICE,220.0,712.2641509433962,830.0,475.0,980.0,1.5294,11.51,72.8719,27.2,False
19T1100000067705,KONIN-PATNOW,PSE,KONIN,PATNOW,220.0,948.1132075471697,1060.0,805.0,1170.0,0.2904,1.6988,11.4669,4.1,False
19T1100000067713,KONIN-PATNOW,PSE,KONIN,PATNOW,220.0,948.1132075471697,1060.0,805.0,1170.0,0.2904,1.6988,11.4669,4.1,False
19T0000000003508,KOPANINA-WIELOPOLE,PSE,KOPANINA,WIELOPOLE,220.0,948.1132075471697,1060.0,805.0,1170.0,1.5198,10.45,79.3182,27.9,False
19T000000006424C,KOZIENICE-STANISLAWOW,PSE,KOZIENICE,STANISLAWOW,380.0,2504.7169811320755,2760.0,2280.0,2970.0,2.864,31.856,422.1,108.2,False
19T0000000063717,KOZIENICE-SIEDLCE UJRZANOW,PSE,KOZIENICE,SIEDLCE UJRZANOW,380.0,2504.7169811320755,2760.0,2280.0,2970.0,2.576,27.136,357.7812,98.8,False
19T110000006713H,KOZIENICE-PULAWY,PSE,KOZIENICE,PULAWY,220.0,948.1132075471697,1060.0,805.0,1170.0,2.6281,18.068,137.7686,46.7,False
19T110000006715D,KOZIENICE-PULAWY,PSE,KOZIENICE,PULAWY,220.0,948.1132075471697,1060.0,805.0,1170.0,2.6281,18.068,137.7686,46.7,False
19T1100000067292,KOZIENICE-ROZKI c.1,PSE,KOZIENICE,ROZKI,220.0,894.3396226415094,1005.0,890.0,1005.0,2.9911,21.069,158.0372,53.1,False
19T110000006731F,KOZIENICE-ROZKI c.2,PSE,KOZIENICE,ROZKI,220.0,738.6792452830189,825.0,740.0,825.0,2.9911,21.069,158.0372,53.1,False
19T110000006793U,KOZIENICE-LUBLIN SYSTEMOWA,PSE,KOZIENICE,LUBLIN SYSTEMOWA,380.0,943.3962264150942,1000.0,950.5,1000.0,2.72,31.632,333.6625,96.5,False
19T110000006796O,KOZIENICE-OSTROWIEC,PSE,KOZIENICE,OSTROWIEC,380.0,1424.5283018867924,1660.0,950.0,1960.0,2.944,34.224,361.0625,104.5,False
19T000000006404I,KRAJNIK-MORZYCZYN,PSE,KRAJNIK,MORZYCZYN,220.0,893.8679245283018,1005.0,735.0,1120.0,2.27,16.872,110.2893,40.3,False
19T0000000013236,KRAJNIK-MORZYCZYN,PSE,KRAJNIK,MORZYCZYN,380.0,1896.2264150943395,2120.0,1470.0,2240.0,1.168,13.744,143.2625,41.5,False
19T0000000013244,KRAJNIK-PLEWISKA,PSE,KRAJNIK,PLEWISKA,380.0,1886.7924528301885,2000.0,1610.0,2000.0,5.968,69.504,732.5,212.0,False
19T0000000013171,KROMOLICE-OSTROW c.1,PSE,KROMOLICE,OSTROW WLKP,380.0,1698.1132075471696,1800.0,1800.0,1800.0,3.136,32.816,443.0375,112.5,False
19T0000000013228,KROMOLICE-PLEWISKA c.1,PSE,KROMOLICE,PLEWISKA,380.0,1886.7924528301885,2000.0,1845.0,2000.0,0.864,8.992,121.4188,30.8,False
19T000000006415D,KROMOLICE-PLEWISKA c.2,PSE,KROMOLICE,PLEWISKA,380.0,2186.320754716981,2445.0,1845.0,2700.0,0.864,8.992,121.4188,30.8,False
19T1100000067438,LAGISZA-BLACHOWNIA,PSE,LAGISZA,BLACHOWNIA,220.0,554.2452830188679,645.0,370.0,760.0,5.2901,28.401,174.4421,66.1,False
19T0000000013139,LAGISZA-TUCZNAWA,PSE,LAGISZA,TUCZNAWA,380.0,1886.7924528301885,2000.0,1610.0,2000.0,0.704,7.856,91.0375,25.0,False
19T0000000064195,LESZNO-PLEWISKA,PSE,LESZNO,PLEWISKA,220.0,799.5283018867924,895.0,675.0,990.0,4.5206,26.088,179.4008,64.0,False
19T000000001293Q,LOMZA SYSTEMOWA-OSTROLEKA 1,PSE,LOMZA SYSTEMOWA,OSTROLEKA,380.0,2504.7169811320755,2760.0,2280.0,2970.0,1.04,11.184,142.4375,37.3,False
19T000000001294O,LOMZA SYSTEMOWA-OSTROLEKA 2,PSE,LOMZA SYSTEMOWA,OSTROLEKA,380.0,2504.7169811320755,2760.0,2280.0,2970.0,1.04,11.184,142.4375,37.3,False
19T0000000063741,LOMZA SYSTEMOWA-ELK BIS,PSE,LOMZA SYSTEMOWA,ELK BIS,380.0,2504.7169811320755,2760.0,2280.0,2970.0,2.336,24.672,323.1813,83.3,False
19T000000006376Y,LOMZA SYSTEMOWA-ELK BIS,PSE,LOMZA SYSTEMOWA,ELK BIS,380.0,2504.7169811320755,2760.0,2280.0,2970.0,2.336,24.688,323.3813,83.4,False
19T000000001299E,LOMZA SYSTEMOWA-NAREW,PSE,LOMZA SYSTEMOWA,NAREW,380.0,1415.0943396226414,1500.0,1500.0,1500.0,2.24,24.256,303.0,80.0,False
14T-220-0-00208W,LOSNICE-KIELCE,PSE,LOSNICE,KIELCE,220.0,554.2452830188679,645.0,370.0,760.0,7.3084,40.869,242.1074,93.5,False
19T1100000067608,LOSNICE-SIERSZA,PSE,LOSNICE,SIERSZA,220.0,754.7169811320755,850.0,615.0,950.0,2.8508,16.969,108.1612,40.1,False
19T110000006765Z,LUBOCZA-WANDA,PSE,LUBOCZA,WANDA,220.0,702.8301886792452,790.0,580.0,880.0,1.0309,6.4808,44.4215,15.9,False
19T000000000369O,MIKULOWA-POLKOWICE c.1,PSE,MIKULOWA,POLKOWICE,220.0,1014.1509433962264,1120.0,910.0,1210.0,5.0288,43.478,235.9917,89.3,False
19T0000000003702,MIKULOWA-POLKOWICE c.2,PSE,MIKULOWA,POLKOWICE,220.0,1014.1509433962264,1120.0,910.0,1210.0,5.0288,43.478,235.9917,89.3,False
19T0000000003710,MIKULOWA-SWIEBODZICE c.1,PSE,MIKULOWA,SWIEBODZICE,220.0,754.7169811320755,850.0,615.0,950.0,7.0422,39.349,274.3595,97.6,False
19T000000000372Z,MIKULOWA-SWIEBODZICE c.2,PSE,MIKULOWA,SWIEBODZICE,220.0,754.7169811320755,850.0,615.0,950.0,7.0422,39.349,274.3595,97.6,False
19T000000000378N,MIKULOWA-CIEPLICE,PSE,MIKULOWA,CIEPLICE,220.0,893.8679245283018,1005.0,735.0,1120.0,2.8895,21.649,139.1529,51.3,False
19T000000000382W,MIKULOWA-LESNIOW,PSE,MIKULOWA,LESNIOW,220.0,1084.9056603773583,1200.0,970.0,1220.0,6.0016,44.741,324.7727,107.0,False
19T110000006437F,MIKULOWA-PASIKUROWICE,PSE,MIKULOWA,PASIKUROWICE,380.0,2264.1509433962265,2400.0,2000.0,2000.0,3.568,43.584,599.9,150.9,False
19T110000006688R,MILOSNA-KOZIENICE,PSE,MILOSNA,KOZIENICE,380.0,2358.490566037736,2500.0,2500.0,2500.0,1.52,21.64,286.6,71.8,False
19T000000000486K,MILOSNA-OSTROLEKA,PSE,MILOSNA,OSTROLEKA,220.0,893.8679245283018,1005.0,735.0,1120.0,7.54,56.64,358.06,126.2,False
19T000000006393Y,MILOSNA-OLTARZEW,PSE,MILOSNA,OLTARZEW,380.0,1132.0754716981132,1200.0,950.0,1200.0,2.112,24.48,265.0375,75.3,False
19T000000006422G,MOKRE-ZAMOSC,PSE,MOKRE,ZAMOSC,220.0,799.5283018867924,895.0,675.0,990.0,1.4617,9.7284,63.4091,23.2,False
14T-220-0-002205,MORY-KOZIENICE,PSE,MORY,KOZIENICE,220.0,1469.4339622641508,1585.1,1455.0,1600.0,7.0712,37.428,263.1198,93.2,False
19T110000006694W,MORY-PODOLSZYCE,PSE,MORY,PODOLSZYCE,220.0,712.2641509433962,830.0,475.0,980.0,6.1081,45.138,295.9298,108.6,False
19T110000006700Q,MORY-OLTARZEW,PSE,MORY,OLTARZEW,220.0,1075.4716981132076,1190.0,960.0,1250.0,0.6486,4.8013,31.405,11.5,False
19T110000006803G,MORY-PRAGA,PSE,MORY,PRAGA,220.0,712.2641509433962,830.0,475.0,980.0,1.8,13.381,87.52,32.0,False
19T110000006704I,MORY-PIASECZNO,PSE,MORY,PIASECZNO,220.0,1179.245283018868,1250.0,1195.0,1250.0,1.8489,12.269,87.6446,30.8,False
19T000000000299J,MORZYCZYN-DUNOWO,PSE,MORZYCZYN,DUNOWO,380.0,1424.5283018867924,1660.0,950.0,1960.0,3.6,42.352,441.3375,127.9,False
19T110000006453H,MORZYCZYN-POLICE,PSE,MORZYCZYN,POLICE,220.0,712.2641509433962,830.0,475.0,980.0,3.5719,26.339,245.0413,64.1,False
19T110000006774Y,MORZYCZYN-RECLAW,PSE,MORZYCZYN,RECLAW,220.0,712.2641509433962,830.0,380.0,980.0,4.1237,30.661,214.6281,0.0,False
19T110000006791Y,MOSCISKA-MILOSNA,PSE,MOSCISKA,MILOSNA,380.0,1424.5283018867924,1660.0,950.0,1960.0,1.76,20.336,220.0375,62.6,False
19T110000006454F,MOSZCZENICA-WIELOPOLE,PSE,MOSZCZENICA,WIELOPOLE,220.0,712.2641509433962,830.0,475.0,980.0,2.2022,15.28,114.2769,39.1,False
19T1100000067810,OLSZTYN MATKI-OLSZTYN,PSE,OLSZTYN MATKI,OLSZTYN,220.0,1075.4716981132076,1190.0,960.0,1200.0,0.3678,3.7704,51.7769,14.2,False
19T110000006699M,OLTARZEW-JANOW,PSE,OLTARZEW,JANOW,220.0,889.1509433962264,995.0,750.0,1100.0,5.7402,43.149,261.5909,99.9,False
